Time,Transaction_Amount_Ratio,Transaction_Frequency,Merchant_Risk_Score,Customer_Risk_Score,Account_Age_Months,Device_Trust_Score,Location_Risk_Score,Transaction_Velocity,Cardholder_Behavior_Score,Fraud_Risk_Index,Amount,Class
172696,-2.844,-0.453,-4.024,-1.77,2.628,-2.676,-3.084,-4.379,0.555,-0.237,?,0
26092,-1.912,-4.595,-3.199,2.253,1.681,-1.194,2.513,-2.106,-2.647,4.929,2724.92,0
46963,0.758,4.294,-3.596,4.401,3.809,-2.687,-1.814,-3.043,-0.45,4.541,2418.65,0
142560,4.605,3.69,0.688,4.275,-0.199,1.091,4.576,-0.292,3.245,3.784,?,0
103381,1.398,-2.047,-2.452,3.451,1.557,-4.054,-3.014,4.204,-3.082,0.22,4557.58,0
11468,4.405,-2.654,4.577,-4.843,-3.655,-3.754,3.46,-4.305,2.034,-0.356,4871.03,0
15376,1.419,-4.813,-2.777,1.598,0.292,2.265,-2.613,3.341,-0.415,4.022,348.88,0
37336,0.188,1.453,3.832,-3.924,1.319,-0.011,1.316,3.919,-2.929,2.006,3045.01,0
98035,1.514,4.151,3.501,-2.333,-0.43,-3.228,-1.245,-3.565,2.096,-3.142,2048.74,0
144430,,2.106,2.195,1.992,0.059,-4.854,-1.873,4.417,4.171,-2.641,620.23,0
38001,3.35,-3.44,1.572,4.347,-4.621,0.641,-4.792,-1.641,-4.384,3.071,287.47,0
122244,3.155,-2.847,-4.966,4.579,-2.167,2.208,-3.255,2.729,-1.776,-0.799,2633.95,0
128458,-0.703,3.358,-1.984,-0.479,-0.057,-3.967,-0.905,0.859,-4.188,-2.881,752.06,0
172778,-0.136,2.447,3.491,0.801,-2.061,4.307,3.002,-4.973,-2.517,-3.509,184.18,0
154902,2.485,1.533,-2.25,2.646,1.965,0.385,-0.204,-2.193,0.403,4.884,1327.61,0
66847,-1.141,4.212,-1.374,-2.942,-0.502,-1.848,0.379,-0.62,1.685,3.248,369.92,0
144038,2.713,-4.882,4.767,-4.222,-0.886,-0.379,0.505,-0.473,0.717,-1.452,3618.14,0
55529,1.503,4.73,0.755,-0.125,-1.083,-2.946,-0.587,-3.728,2.458,1.42,1574.73,0
23880,-2.774,-1.466,-0.821,1.745,-1.463,-1.677,0.828,-4.799,-4.524,3.359,3381.77,1
164937,2.976,1.38,0.01,0.65,2.906,0.278,-2.154,1.541,4.833,0.884,4734.09,0
54113,2.025,-1.845,-0.48,-2.267,0.12,-2.724,-3.449,-2.572,3.001,-3.727,681.04,0
118430,3.761,2.803,0.137,1.844,2.011,-2.781,2.057,1.144,2.854,4.122,54.81,0
144834,1.943,1.967,-3.312,0.895,1.834,4.651,-2.637,-2.208,3.921,-2.048,3722.77,0
121200,2.683,0.288,-2.626,3.645,-0.538,3.662,3.655,-0.59,4.242,-2.72,4931.56,0
88902,-4.046,1.785,2.956,-1.542,4.514,-2.627,0.314,2.97,4.022,4.644,3341.04,0
44620,-1.668,-4.179,0.996,-1.05,4.828,-2.301,-3.134,-1.409,-0.121,1.573,3421.23,0
61864,4.64,4.133,-0.399,-0.228,-2.564,3.988,-0.763,-1.152,-0.865,3.629,2896.14,0
112201,-1.627,1.186,-4.707,2.905,-4.343,1.087,-0.946,1.968,2.809,-1.429,132.3,0
42217,4.854,-2.44,4.294,-0.598,-2.368,4.925,-3.924,0.137,-0.964,-1.544,2378.79,0
59838,-2.065,-3.256,-0.922,-0.988,-4.48,-0.179,0.667,0.412,3.689,0.224,4324.56,0
2517,1.408,-1.839,-0.495,1.273,-4.126,-4.423,-1.381,3.859,1.858,1.107,495.64,1
152437,-3.329,2.109,4.565,-2.155,-4.27,4.914,0.357,-2.614,1.174,2.75,3138.04,0
108033,2.95,4.72,-0.613,-0.818,-0.585,-3.73,0.039,-0.357,-2.799,-1.909,971.74,0
164143,3.437,-3.195,-4.819,0.339,3.209,-1.625,-3.934,2.083,-4.455,-3.075,2494.63,0
87996,0.284,2.215,3.478,-0.83,-3.78,2.572,0.939,-3.88,1.363,-4.963,3176.42,0
41347,4.522,-0.59,3.321,3.179,-0.235,3.799,2.763,0.221,2.393,3.175,2571.56,0
123271,2.112,4.942,3.009,2.782,-0.118,-1.535,-2.841,-2.489,-2.559,-4.727,2795.72,0
51669,4.324,1.438,2.718,-1.713,-4.36,-1.962,0.913,-1.512,4.4,-4.578,173.35,0
101264,2.878,-3.339,2.586,-3.869,-4.792,-3.771,-3.122,0.066,-2.788,-2.472,2925.42,0
51557,-2.537,-0.027,-0.309,1.663,0.236,-0.977,1.417,0.805,3.657,-4.326,4099.78,0
2171,-1.592,2.593,-2.138,3.427,3.003,2.715,0.914,1.121,2.189,-1.475,4413.71,0
84287,1.185,-4.24,-4.189,3.786,1.482,-2.168,-3.19,-0.977,-1.603,-3.252,3891.56,0
52634,-1.64,-1.632,3.413,1.912,-4.776,-1.803,2.379,3.244,4.272,-3.257,1448.25,0
126051,,2.821,3.775,4.101,2.359,3.804,4.096,3.681,3.552,-3.52,?,0
96529,1.245,3.467,-4.251,-0.136,-2.496,-1.504,1.916,-3.099,1.378,-0.163,911.42,0
49041,-4.866,-0.61,-4.435,1.252,3.41,-4.289,-2.482,-4.083,1.526,4.166,3465.87,0
146853,2.503,0.657,-4.99,0.301,-2.984,-1.679,3.439,-3.224,-2.185,4.033,2629.72,0
1023,0.322,-0.233,-1.259,-1.208,-2.156,2.664,3.513,2.645,-2.038,-4.544,1123.77,0
164629,-4.175,-1.991,-0.655,2.801,4.786,4.046,-3.051,-3.057,-0.901,-2.946,3202.82,0
145401,-2.161,-2.638,-1.485,-1.95,4.564,-2.419,4.809,-2.614,4.537,4.51,2463.64,0
104983,1.131,4.685,4.403,-4.406,-2.099,3.569,-4.624,-2.965,-2.069,-3.822,384.29,0
115562,2.248,-4.663,1.131,3.456,2.263,2.962,1.125,1.106,1.329,3.74,1811.41,0
12224,,-2.985,-3.484,3.029,0.899,0.307,2.983,-2.862,3.388,1.648,2097.8,0
88589,-2.624,-2.177,1.815,4.806,1.855,2.511,0.262,-3.108,0.991,0.681,?,0
55432,-3.606,-1.119,-3.01,-3.879,0.767,3.023,1.33,-1.507,-2.468,4.406,4136.24,0
52104,-0.869,-3.398,-3.364,-2.98,0.043,0.99,-3.461,2.173,3.609,-2.242,571.97,0
11284,3.329,2.502,-0.553,-2.201,3.954,1.227,-3.485,0.43,2.932,-1.804,954.42,0
76332,-4.55,1.34,-2.161,-0.712,3.513,-2.075,1.298,0.725,-3.982,-0.472,3394.22,0
125854,-1.085,-4.344,1.473,0.596,0.58,-3.48,1.025,4.525,-3.143,0.855,3211.25,0
108691,1.173,2.119,1.422,4.484,-0.297,-4.241,1.927,-0.244,-3.324,3.952,2870.64,0
103271,3.141,0.364,-3.97,-0.756,-4.68,2.54,-2.396,-4.229,0.686,-4.567,166.33,0
112391,3.933,2.85,-3.535,-4.709,-1.15,1.133,0.917,3.523,3.451,4.339,3201.8,0
131804,2.411,1.625,1.306,1.869,-4.241,-3.464,-3.4,-1.278,0.725,2.531,262.27,0
80286,2.042,1.951,3.3,2.716,1.802,2.374,-2.854,-2.647,0.848,-1.934,973.62,0
85056,4.876,3.897,-1.869,1.109,1.545,-4.945,3.284,-4.78,-0.33,-2.635,3353.97,0
8753,4.149,-0.791,-4.965,-4.717,1.249,3.724,2.249,2.742,-2.222,-2.454,4428.05,0
142070,-4.655,3.462,-1.056,2.016,-4.921,0.29,-1.444,1.658,2.529,-2.756,4065.09,0
68650,,1.225,4.873,4.949,3.778,-2.931,3.338,2.971,-3.531,-4.265,239.42,0
38348,-0.811,2.204,0.595,-0.874,-2.694,4.97,-1.45,2.404,-1.501,0.824,1097.75,0
139662,-4.999,-3.754,-1.069,2.248,-0.257,-4.605,-4.336,1.619,-1.338,0.454,2740.57,0
53667,-4.725,0.202,-0.479,-4.81,4.939,-2.015,-2.963,1.359,-2.764,3.133,3922.89,0
46234,-4.248,-1.535,-2.26,0.423,-0.228,3.798,0.568,3.461,1.104,-1.978,3378.7,0
12968,3.913,-3.292,3.656,-0.447,-1.38,3.151,-4.146,-3.553,-0.608,2.577,1670.16,0
93678,-3.161,1.979,-0.525,4.024,-4.74,4.869,0.966,-0.632,-0.242,-4.298,3393.69,0
133206,-1.344,-0.467,-1.2,-3.175,-1.425,1.406,3.924,2.006,-1.749,0.459,3211.54,0
41570,-2.375,-2.477,2.567,4.045,4.634,-3.604,-0.248,3.741,-0.635,-2.438,3042.12,0
149537,0.749,-4.057,4.529,-2.298,-3.002,1.46,-0.152,1.541,-2.729,4.366,2741.14,1
69052,2.296,-2.488,2.128,2.1,-3.286,4.771,-3.49,-1.558,-3.618,-1.201,2456.65,0
12374,-0.388,-0.956,4.859,-0.386,-0.384,2.515,0.911,-2.491,0.563,-2.982,4214.82,0
27131,1.844,2.514,-3.756,1.309,0.574,3.441,1.175,-4.314,2.803,-3.602,410.22,0
129302,3.539,0.427,-3.406,-4.267,-2.649,4.437,1.64,0.263,-1.417,-4.537,4400.18,0
89529,0.963,3.047,-4.528,2.058,3.012,-3.431,-2.155,-2.127,3.223,2.978,1933.13,0
108460,-0.641,-1.823,-2.271,1.047,-3.262,-2.875,-0.624,3.886,3.125,2.632,4711.9,0
163098,1.564,-2.062,3.282,0.882,-4.212,0.252,-2.999,1.071,-4.026,-4.256,4526.1,0
39560,3.884,0.36,-2.991,3.598,3.914,4.478,-4.056,3.821,-1.803,-4.519,24.28,0
63909,-0.361,1.541,-0.939,1.992,-0.878,-3.037,3.005,0.611,-2.437,-2.557,1937.68,0
45769,-2.918,-4.52,2.104,-4.22,1.928,3.329,4.454,0.588,0.288,4.339,4635.33,0
17891,1.795,3.07,3.009,3.587,4.759,-2.763,3.969,3.32,0.243,3.189,530.4,0
76845,4.275,-3.276,0.972,3.814,-4.824,-2.869,4.094,0.852,-0.734,4.003,4947.6,0
146419,-1.917,0.439,-4.719,-3.724,-1.738,0.242,3.582,-2.937,-1.964,-1.848,?,0
80416,-0.831,-2.93,-2.461,4.342,-2.787,-2.064,-0.018,-4.136,4.025,4.036,3122.3,0
103790,,3.448,-0.193,-1.932,-4.89,1.542,-0.467,0.66,-4.091,0.736,835.17,0
141831,-3.226,4.156,4.955,0.925,-1.842,0.423,-0.796,0.904,2.616,-4.287,1488.54,0
31242,1.435,-1.014,-0.931,-1.074,1.906,-3.344,-2.936,-0.234,-4.248,-3.352,1337.67,0
145728,0.322,3.671,-0.664,3.742,-0.374,-2.267,1.703,1.013,3.238,-4.675,4863.62,0
121204,2.915,-4.808,4.911,-1.949,4.441,-0.604,4.2,-4.244,1.941,-3.275,348.5,0
141005,0.758,-0.837,1.154,-0.723,-3.96,3.747,-1.726,-0.929,1.09,-2.281,4157.59,0
158256,-0.354,-0.671,3.852,4.881,4.897,-3.536,1.578,1.768,3.182,2.238,901.49,0
26380,-1.62,0.933,2.211,2.285,3.373,1.041,-4.386,1.748,-1.073,3.086,2396.61,0
152587,-1.079,-0.671,0.638,3.056,-0.204,-3.236,-4.758,-1.036,2.54,-0.081,4944.6,0
104667,-2.601,-4.556,-1.597,-0.915,-4.704,-1.15,1.782,-3.675,0.651,1.132,?,0
171300,,-4.585,4.304,1.796,0.032,-2.487,4.195,0.25,-4.17,-3.223,586.53,0
48241,-3.819,1.891,-2.222,-0.613,-1.888,-2.076,-4.616,1.455,-4.542,3.703,227.42,0
19741,0.276,-3.937,-0.027,-1.231,-3.041,-4.558,2.449,2.091,1.268,-2.008,12.35,0
11213,2.765,4.049,-3.146,-1.83,-0.364,1.669,1.118,2.495,0.9,4.499,1664.47,0
9260,-2.137,0.354,0.668,4.596,1.324,-4.102,0.406,1.891,4.874,1.129,1019.61,0
3440,-0.568,4.627,2.701,-4.091,-0.08,4.347,-3.714,-3.8,-3.753,3.888,1357.45,0
110864,-4.075,error,2.303,-2.668,4.713,-2.502,-2.448,-2.753,1.021,-1.374,211.33,0
131862,-3.538,4.496,-0.781,0.033,-4.624,-2.958,-0.976,3.122,4.609,4.336,4.45,0
122211,2.533,-4.242,0.905,-4.997,-2.112,-3.753,-2.464,-4.268,-1.67,-4.148,71.2,0
15231,3.503,4.894,-4.539,-1.532,4.859,-3.923,2.914,2.044,-3.833,-4.515,2574.38,0
11369,2.923,-2.669,0.779,1.355,4.328,1.141,-1.407,-3.992,0.266,2.224,235.84,0
126145,-2.857,-2.424,-3.22,2.407,3.077,-0.27,2.571,2.582,4.053,-2.749,2705.11,0
12231,-3.032,-2.674,0.999,-0.447,-3.392,-2.26,4.693,2.141,-2.867,-0.655,4773.62,0
124066,-0.242,2.783,1.388,4.589,1.994,-3.422,3.96,2.266,0.591,0.751,1833.71,0
26668,4.736,error,-2.718,3.701,-3.153,-3.681,-3.753,-3.325,4.413,-0.465,794.13,0
96215,-1.352,-3.036,-3.879,2.484,-2.265,-3.63,2.062,4.267,3.38,-3.27,1986.29,0
116727,3.748,-1.2,1.249,3.15,2.075,-0.935,1.243,-2.419,3.427,-1.44,152.77,0
51988,-4.567,0.501,4.626,2.881,4.123,-1.467,-2.182,3.841,-0.609,2.529,3218.35,0
98225,1.777,-3.077,4.426,-2.27,-4.324,2.08,2.928,1.157,3.668,-2.545,3984.38,0
59085,0.822,-4.899,-4.513,3.304,-0.214,-3.219,3.714,-3.906,3.977,4.668,894.45,0
102703,-0.916,4.204,-4.489,-4.229,0.759,1.522,-1.003,1.606,4.701,1.104,3236.05,0
100454,,-3.664,2.279,1.033,3.065,0.308,-0.483,-3.652,-4.061,2.402,1879.61,0
142348,-0.243,0.74,-2.276,-0.64,-2.041,3.474,3.106,-3.417,-2.745,4.96,3829.58,0
84582,-0.672,-4.224,4.062,-2.407,2.309,-4.854,2.809,-2.33,-0.04,-0.097,4793.93,0
20645,4.263,-3.678,-3.495,1.553,-4.822,-2.73,2.662,-2.84,-0.034,4.366,3756.77,0
6559,4.026,3.816,-0.966,-2.153,-4.752,-3.782,-3.166,-1.731,0.63,-1.938,3538.52,0
40844,,4.352,-1.705,-2.235,-1.56,1.456,-2.066,0.273,-2.063,0.511,1282.45,0
21967,2.915,-3.064,0.404,-0.719,2.596,-4.863,-1.891,-1.18,2.153,-0.896,776.12,0
64232,-4.775,-1.259,3.948,2.951,-2.237,-0.4,2.893,1.395,-2.592,-3.043,1384.49,0
91766,-2.556,-2.311,-3.152,-4.699,-3.633,4.324,4.417,-3.055,-4.882,-1.713,170.68,0
92929,1.275,1.449,-2.98,-4.61,-1.958,-4.313,-1.226,-1.075,-3.04,-1.836,2635.44,0
100434,4.26,-0.263,4.01,3.345,2.007,2.771,-0.963,-4.521,4.826,-1.497,178.21,0
2115,3.583,0.789,-1.673,-1.543,2.237,1.693,-2.279,-2.064,-4.619,0.094,4690.74,0
146267,,0.267,4.608,-1.896,4.721,0.935,-3.373,1.895,-0.966,-0.3,1190.85,0
49801,-4.314,-4.64,3.306,0.131,1.103,1.262,1.802,-4.279,2.674,-4.28,1687.4,0
152233,1.973,4.312,1.924,2.627,1.037,0.216,-3.858,-1.796,1.317,-4.229,534.72,0
45279,2.895,2.216,3.49,4.336,1.128,2.454,-1.022,2.971,-0.139,-3.74,1515.81,0
89297,-0.605,-4.956,0.767,0.756,-2.836,4.967,2.954,0.412,-2.544,-1.327,3444.5,0
152733,3.318,-0.648,0.503,0.763,-3.709,-4.473,0.855,-0.281,-1.618,-1.98,3719.77,0
417,1.552,-1.745,3.394,2.188,-3.887,4.349,1.032,-4.263,2.705,-4.22,2704.25,0
10806,4.981,-3.565,2.045,4.271,-4.281,0.207,3.754,0.765,1.127,-2.544,1683.12,0
167480,-3.776,-2.421,3.635,-3.085,-3.094,-4.674,-2.16,1.507,2.597,-1.62,4571.17,0
147254,3.116,3.761,0.645,-3.22,2.148,0.067,2.964,-2.044,1.448,4.588,2088.83,0
129608,1.682,-4.037,0.502,-4.786,2.557,3.664,-2.313,2.331,-2.217,-3.363,2240.79,0
162792,1.774,-1.472,-1.811,-0.562,-0.639,4.606,3.094,0.835,1.741,0.299,2914.76,0
63303,2.487,2.624,0.714,-2.129,-4.148,1.64,-2.456,1.879,-1.998,4.936,2974.11,0
151138,,-4.286,-0.159,3.261,3.146,2.511,-1.232,4.685,-3.597,-4.869,390.39,0
78244,-0.582,1.876,1.893,4.397,-1.888,4.42,-2.122,4.518,2.09,0.76,3682.23,0
63180,-4.582,0.481,-4.409,-2.099,2.65,4.156,-2.248,0.585,3.06,-3.964,3653.13,0
127156,-4.554,-0.133,-0.747,0.055,-3.018,3.863,-3.745,2.933,-4.82,3.688,4236.09,0
160036,1.816,2.539,-3.78,-4.991,4.945,0.774,-2.165,3.691,-2.384,-1.543,3513.26,0
95414,-1.693,-4.673,3.341,3.778,3.027,-0.659,-3.11,-4.305,3.122,0.782,?,0
130480,-1.405,2.382,3.73,-0.932,4.572,-2.734,-0.622,1.609,-3.261,3.66,2137.55,0
108192,-4.933,1.919,-1.719,3.866,-2.599,2.599,-4.151,-4.564,-4.147,-0.695,4666.63,0
150392,2.011,-2.808,-4.322,0.667,1.696,-2.835,0.444,3.838,-1.851,2.714,2621.05,0
102771,-2.521,2.983,-4.076,4.892,1.448,1.505,-2.916,-4.863,-1.834,3.639,4768.38,0
127856,1.431,-1.151,3.653,-0.23,-4.002,-4.734,4.07,2.949,-1.978,2.446,2066.86,0
65949,-3.326,0.069,-0.489,2.511,2.003,-2.401,4.578,-2.003,-3.069,3.308,1034.75,0
128632,-0.198,-1.125,-0.645,-2.74,-4.075,-1.761,4.406,3.043,2.701,-1.315,3280.31,0
26794,-0.636,-3.698,4.596,2.6,-2.012,3.508,2.794,-2.441,1.99,1.128,4401.68,0
48275,4.812,-4.614,2.121,4.141,-2.564,4.42,4.568,-3.687,3.442,1.832,4470.29,0
121436,-3.846,-1.039,-0.121,-1.327,3.95,-3.766,-1.962,0.853,3.949,-4.583,4675.52,0
153845,1.942,-4.7,2.633,-3.628,2.189,0.303,3.066,-3.495,4.363,4.347,530.55,0
25054,-0.76,-0.613,-0.767,1.996,-3.804,-2.85,-4.498,-1.776,-1.208,0.82,4292.98,0
22669,-0.209,-4.645,-1.413,2.901,-0.347,-4.076,1.493,3.751,4.778,4.003,850.64,0
47500,-2.652,-0.196,0.632,-1.908,2.398,1.39,-4.777,1.153,-4.175,3.085,4112.32,0
5957,,-4.916,-4.684,-1.1,-1.391,4.781,-0.168,-4.675,1.009,-1.218,?,0
97033,4.088,-1.343,1.684,-1.116,-0.823,-1.188,3.238,-1.989,1.916,4.808,823.32,0
69239,-1.906,-4.887,2.394,-2.255,0.824,0.839,3.061,2.563,0.14,4.356,4441.46,0
123266,4.217,0.961,0.063,-0.403,1.37,0.004,-3.846,4.991,4.209,2.836,1775.07,0
26402,-1.971,0.181,0.404,3.862,0.206,-2.664,-2.248,4.465,-3.922,-1.989,4886.8,0
172408,-4.197,3.458,1.663,-4.178,-4.511,-1.438,-1.372,-4.765,-2.077,2.28,4685.22,0
36683,-0.953,-4.11,-3.169,0.538,1.278,-2.932,3.203,0.198,-0.156,-1.505,3143.41,0
161188,-3.554,-2.381,2.079,-1.704,-1.419,0.75,3.146,-1.322,2.325,0.257,506.01,0
91546,-2.254,-0.023,-2.796,2.365,1.783,-1.66,4.483,0.364,-0.679,3.741,4787.54,0
39916,-0.464,0.398,-0.102,-3.967,0.132,3.921,-0.075,-3.286,-4.307,-0.989,2548.51,0
139085,1.737,2.186,4.553,0.262,-4.351,3.411,3.64,-0.322,2.004,-2.287,3359.39,0
119540,1.535,4.991,0.215,-2.248,1.05,-2.16,3.303,2.682,4.106,-0.724,109.74,0
157270,4.087,2.545,3.736,-1.577,-2.703,-0.354,-0.285,-3.793,-4.005,1.87,223.28,0
66415,0.126,1.859,1.834,-4.319,-4.801,-4.322,-1.29,2.66,-1.303,2.127,318.39,0
55143,2.129,-3.942,-1.623,-3.044,-2.077,1.896,1.075,4.996,3.784,3.954,4362.83,0
78217,-3.498,0.468,2.767,4.055,-1.73,-3.334,-4.139,0.993,-3.403,3.429,4884.54,0
137786,,1.723,4.282,4.637,3.922,3.092,-4.278,-0.538,0.689,0.332,1039.37,0
13563,-2.25,-0.454,2.946,1.348,3.035,-2.876,4.484,0.459,2.714,0.544,4041.5,0
87992,-1.2,0.226,-2.269,3.524,-2.928,-4.299,-0.849,-3.389,2.553,-3.348,1599.46,0
166368,-0.469,3.397,1.143,-2.196,1.649,-1.723,-2.57,3.562,-4.695,2.444,3446.15,0
94211,1.854,-4.453,3.39,-1.569,-0.692,3.834,-2.176,0.523,-1.466,1.376,2319.89,0
112434,2.009,3.66,-3.771,3.163,1.703,-3.992,-2.996,-0.906,-2.09,4.992,2400.69,0
76304,1.226,-3.926,-3.074,2.965,-3.945,1.007,-0.339,-2.532,0.933,1.555,3349.31,0
166524,-4.357,-0.002,1.791,3.166,0.626,-4.678,3.516,-0.347,-1.116,4.598,885.48,0
22732,1.44,1.797,3.371,2.509,3.737,4.505,1.843,-0.884,3.986,-2.307,3653.72,0
107633,-2.53,-0.584,-2.136,-0.025,-0.297,-1.083,3.629,-0.448,-3.168,-2.536,2163.27,0
60578,3.685,-3.374,2.731,-1.74,2.388,-3.683,-2.131,-3.048,1.91,1.013,2825.3,0
59199,2.362,3.519,4.942,-1.154,4.292,-2.099,-1.198,4.171,-3.09,2.797,4553.17,0
45371,0.38,1.953,-2.167,-1.806,4.494,-3.395,-3.781,0.312,-3.503,-3.944,3232.7,0
88337,-2.783,-4.119,-4.771,-0.584,3.629,2.025,2.303,-3.38,0.324,3.116,3782.26,0
61300,-3.854,0.742,-1.734,2.146,-4.507,-3.944,-0.068,0.176,-0.145,4.568,1967.92,0
91305,-1.903,-0.33,-1.5,3.8,-0.076,-0.223,3.326,-1.23,2.262,1.701,874.66,0
76854,2.89,4.031,4.39,-3.79,4.244,-0.028,1.624,3.827,4.636,-1.443,972.02,0
6907,-2.655,-0.165,4.624,3.271,-1.307,4.72,2.265,-0.728,-3.044,1.624,706.89,0
74203,-4.59,-2.559,-3.258,-3.362,-1.844,-0.304,1.721,-4.73,-1.265,0.424,2883.97,0
94994,,-2.486,4.618,2.638,2.418,-3.519,2.856,4.441,-0.299,-3.587,1837.13,0
168218,-0.704,0.651,-3.734,-4.553,-3.617,0.893,-0.869,-2.961,4.041,1.904,422.5,1
23875,-1.077,2.347,-2.157,-2.975,4.532,2.828,3.073,3.38,3.671,-2.397,2018.82,0
151271,-0.463,1.171,-2.951,-3.313,-3.783,1.036,-2.883,0.71,4.859,-4.368,3083.82,0
18021,-3.921,0.006,-1.099,0.35,-1.194,4.771,-0.404,3.639,3.421,-0.828,1370.41,0
13438,-4.763,-2.183,3.462,3.124,-1.657,-0.878,4.85,-3.413,4.663,-2.277,4392.58,0
32440,-2.867,-4.313,-0.6,1.379,3.653,-1.015,0.045,-1.471,-1.716,-3.941,4632,0
60607,-4.854,-4.382,-0.749,4.918,0.808,0.577,0.293,3.353,-1.244,3.918,4317.96,0
14891,0.573,3.011,-1.723,-2.588,-1.606,4.482,-2.18,-2.743,-0.534,0.612,1370.73,0
61311,4.372,0.039,-4.437,-0.337,-4.692,-2.641,-1.774,-1.22,3.83,-4.361,1686.62,0
13665,2.159,-2.884,0.561,-0.103,-1.746,1.443,-4.156,0.586,1.399,2.698,4836.47,0
39319,-0.859,-0.707,3.284,-2.549,1.139,-1.608,2.851,3.166,-2.09,-4.831,4388.74,0
62952,0.071,-3.666,-4.06,0.835,4.829,1.211,-3.169,-2.883,-0.273,1.116,2013.29,0
2086,0.587,4.678,1.994,1.309,4.333,-0.116,3.917,3.24,4.59,0.548,?,0
152100,1.523,-2.844,1.175,1.578,0.413,0.065,0.952,-2.31,-2.834,4.74,1455.43,0
43741,-1.812,1.624,1.957,-0.321,2.854,-1.501,3.282,1.32,-3.775,-2.173,?,0
98082,-0.21,-3.932,2.963,-3.462,-4.646,-0.494,-4.28,1.199,-1.921,4.65,850.87,0
111873,0.618,-3.189,3.647,-0.964,3.994,2.611,-0.77,-0.129,1.646,-3.55,4643.43,0
151528,3.157,-1.358,-1.521,-2.298,-2.086,-0.055,-4.034,-4.874,-3.818,0.664,2576.93,0
141722,1.434,-0.497,-4.049,2.478,3.01,0.134,-1.183,-4.151,-2.461,-4.982,1711.72,0
68540,-3.425,-0.985,3.61,0.741,-3.46,-2.146,2.315,-2.638,-3.505,4.788,4405.85,0
171557,-0.331,-3.817,1.067,-1.013,-2.038,-0.935,-0.378,-2.514,1.453,0.366,3759.36,0
136497,2.497,4.387,-2.824,-4.069,-1.732,-0.571,-2.298,1.795,2.044,3.295,3971.3,0
138759,0.246,0.313,-2.842,3.852,3.73,3.332,0.896,0.231,-2.34,-1.622,1828.54,0
46467,-4.11,-2.8,4.348,1.791,-3.141,-1.962,0.206,-3.775,-4.889,3.894,3457.1,0
164437,3.687,0.752,1.586,-0.547,0.284,1.658,4.064,-1.511,-3.487,-4.083,1758.16,0
34049,-2.076,3.362,-2.469,3.752,4.165,3.602,-4.306,-4.605,-1.655,1.165,3869.37,0
160369,-3.744,-1.412,-0.672,2.334,4.337,-0.035,2.888,-2.812,1.911,3.953,1507.85,0
13103,-0.626,4.903,-2.786,-2.809,2.957,4.09,2.119,-0.127,0.698,4.518,1660.57,0
31543,-1.399,2.236,-2.161,-1.294,-0.073,3.22,-4.332,-4.03,-2.661,0.458,3346.86,0
13788,2.891,0.95,-3.344,0.58,3.577,2.71,-3.58,-0.835,2.354,-4.647,4925.55,0
90830,2.072,-1.684,-1.391,4.501,0.047,2.052,-3.338,-0.857,-3.051,1.607,4883.03,0
100673,1.868,-3.5,-4.134,-0.647,-3.966,0.795,-0.784,-2.7,0.782,-1.562,674.93,0
71455,-0.585,4.912,-1.145,-3.092,-2.938,3.928,2.011,-0.156,1.329,1.486,4687.23,0
140621,3.457,-1.4,1.356,-0.005,0.098,0.28,0.626,-1.458,3.635,0.321,411.67,0
51494,2.014,-1.399,0.667,-2.361,-1.102,-3.393,3.801,-3.922,-3.227,4.646,278.74,0
82217,4.859,-4.964,-0.942,1.367,-0.051,2.213,-4.328,-3.328,-4.569,3.595,3495.89,0
3057,2.972,-3.243,-1.955,-1.075,1.463,-2.603,0.414,2.538,0.501,-0.167,297.38,0
93428,-2.469,1.029,1.649,-4.398,-3.833,-0.481,0.919,-4.276,1.483,-4.192,3137.7,0
29563,2.155,-0.616,0.312,4.608,1.021,1.853,3.166,-0.064,-4.056,2.559,861.26,0
114921,,-3.724,3.65,1.507,1.685,0.942,-4.713,4.552,2,-0.979,114.04,0
6618,-1.248,0.402,-3.682,2.871,3.225,2.954,0.817,-4.557,4.392,3.484,4745.31,0
82044,4.621,3.058,4.555,4.822,1.9,-4.087,1.319,-2.244,-0.339,-2.061,4298.53,0
115167,3.87,4.182,-3.665,3.082,1.186,1.941,1.24,-2.882,4.467,1.145,986.03,0
18959,3.196,3.636,-3.034,-0.412,-3.918,-2.544,-2.653,3.949,-3.312,-4.892,1483.02,0
2201,1.048,-4.912,-4.211,2.534,4.903,-4.999,0.151,0.792,-3.262,-3.659,1010.44,0
74107,1.842,-0.946,4.433,-2.69,-4.331,3.639,-3.352,-3.643,-1.808,-4.286,2265.74,0
35845,3.798,-4.777,-4.035,-0.531,-0.162,-1.816,-4.527,0.098,0.661,4.949,151.32,0
127680,-3.716,0.899,0.727,-0.888,1.403,2.713,-3.054,-3.59,3.071,-2.564,4890.27,0
140485,-2.65,2.052,4.383,2.043,0.306,-0.369,3.775,3.953,-1.127,-4.335,2690.28,0
64564,0.666,-1.66,3.532,4.05,-0.184,2.128,3.48,0.444,-0.258,3.628,3760.27,0
6995,,0.724,-3.614,-4.975,1.953,1.521,-0.397,3.692,-3.745,-4.987,4829.08,0
165697,-1.861,0.66,2.572,2.611,1.833,4.657,-4.494,4.692,3.272,1.117,2948.95,0
